,ParentsScore,ParentSpeak,ParentUnderstand,ParentRead,ParentWrite,Highest_academic_years,curJobScore,non_English_understandability,English_speakability,English_understandability,English_readability,English_writability,most spoken language,race,race identity importance,felt_discrimination,visits to parents country,lived in parents country,home country,caseid,Language_understandability
1437, , , , , ,14,57,4,4,4,4,3,3,5,3,1,1,0,1,1438,4.0
1438,42,2,3,3,3,18,78,4,4,4,4,4,1,13,3,1,0,0,1,1439,4.0
1439, , , , , ,14,46,4,4,4,4,3,3,13,3,1,1,0,1,1440,4.0
1440, , , , , ,12,49,4,4,4,4,4,1,11,3,1,0, , ,1441,4.0
1441, ,3,3,3,3,16,56,4,4,4, ,4, ,19,3,1,3,0,1,1442,4.0
1442,38,1,1,1,1,15,42,4,4,4,4,4,1,15,2,0,0,0,1,1443,4.0
1443,62,3,3,3,3,16,69,3,4,4,4,4,3,5,3,1,4,0,1,1444,3.5
1444, , , , , ,10,37,4,4,4,4, ,1,13,2,0,0, ,1,1445,4.0
1445,43,3,3,3,3,16,44,4,4,4,4,4,1,12,3,0,0,0,1,1446,4.0
1446, , , , , ,10,39,4,4,4,4, ,1,5,3,0,4,1,1,1447,4.0
1447,53,4,4,4,4,16,53,4,4,4,4,4,1,66,3,0,8,0,1,1448,4.0
1448, , , , , ,12,60,4,4,4,4,4,3,9,3,0, ,0,1,1449,4.0
1449,53, , , , ,12,21,4,3,3,3,3,2,5,3,1,1,0,1,1450,3.5
1450,66,4,4,4,4,15,42,4,4,4,4,4,1,12,3,0,1,0,1,1451,4.0
1451, , , , , ,14,35,3,4,4,4,4,1,5,2,1,0,0,1,1452,3.5
1452,42,3,3,4,4,15,51,4,4,4,4,4,1,13,3,1,2,0,1,1453,4.0
1453, , , , , ,14,55,4,4,4,4, ,1,5,3,0,0, ,1,1454,4.0
1454,52,4,4,4,4,14,39,3,4,4,4,4,1,19,2,1,4,0,1,1455,3.5
1455, , , , , ,12,50,4,4,4,4, ,1,13,3,1,0, ,1,1456,4.0
1456, , , , , ,12,53,3,4,4,4,4,1,12,3,0,1,0,1,1457,3.5
1457, , , , , ,15,42,4,4,4,4,4,1,5,3,0,0, ,1,1458,4.0
1458, , , , , ,10,22,4,4,4,4,4,3,5,3,1,0,0,1,1459,4.0
1459, , , , , ,15,55,2,4,4,4,4,1,66,3,0,1,0,1,1460,3.0
1460,53,3,3,3,3,16,56,4,4,4,4,4,1,5,3,0,1,0,3,1461,4.0
1461,44,4,4,4,4,16,56,3,4,4,4,4,3,5,3,0,0,0,1,1462,3.5
1462,31,3,3,3,3,14,56,3,4,4,4,4,1,5,1,0,2,0,1,1463,3.5
1463,28,2,2,2,1,12,42,4,4,4,4, ,3,19,3,0,10,0,1,1464,4.0
1464, , , , , ,14,42,4,4,4,4,4,3,19,3,0,15,1,4,1465,4.0
1465, , , , , ,12,29,4,4,4,4,4,3,9,3,1,10,0,3,1466,4.0
1466, , , , , ,18,52,3,4,4,4,4,1,66,3,1,2,0,1,1467,3.5
1467, , , , , ,10,31,4,4,4,4,4,3,5,2,0,1,0,1,1468,4.0
1468,44,3,3,3,3,14,29,4,4,4,4,4,1,14,3,0,0, ,1,1469,4.0
1469, , , , , ,16,42,4,4,4,4,4,3,16,3,1,20,1,1,1470,4.0
1470, , , , , ,14,42,4,4,4,4,4,1,5,2,0,0,0,1,1471,4.0
1471,43,3,3,3,1,12,49,4,4,4,4,4,3,5,3,0,2,0,1,1472,4.0
1472,58,3,3,3,3,16,52,4,4,4,4, ,1,11,2,0,0, ,1,1473,4.0
1473, , , , , ,12,48,4,4,4,4,4,3,66,3,0,7,0,4,1474,4.0
1474, ,1,1,1,1,10,32,4,1,1,1,1,2,9,3,1,0,0,1,1475,2.5
1475, , , , , ,15, ,4,4,4,4,4,3,9,2,0,20,0,1,1476,4.0
1477, , , , , ,10, ,3,4,4,4,4,1,5,3,0,10,0,1,1478,3.5
1478, , , , , ,16, ,4,4,4,4, ,3,20,3,1,30,0,1,1479,4.0
1479, , , , , ,15, ,4,4,4,4, ,1,5,3,0,0, ,1,1480,4.0
1480,23,3,3,3,2,16,50,4,4,4,4,4,3,9,3,0,8,0,4,1481,4.0
1481,42,1,2,2,2,14,53,4,4,4,4,4,1,6,3,0,0,0,1,1482,4.0
1483, , , , , ,12,32,4,4,4,4, ,3,11,3,0,0, ,1,1484,4.0
1484, , , , , ,14, ,4,4,4,4, ,1,12,2,1,0, ,1,1485,4.0
1485, ,3,3,3,3,16,67,4,4,4,4,4,1,14,2,1,0,0,1,1486,4.0
1486,51,3,3,3,3,16, ,4,4,4,4, ,1,9,3,1,5,0,1,1487,4.0
1487, , , , , ,16, ,4,4,4,4,4,1,12,3,1,0, ,1,1488,4.0
1488,58,4,4,4,4,14,44,4,4,4,4,4,1,0,3,0,0, ,1,1489,4.0
1489, , , , , ,14,42,4,4,4,4,4,1,5,3,1,2,0,1,1490,4.0
1490,31,2,2,1,2,14,29,4,4,4,4,4,2,11,3,1,0, ,2,1491,4.0
1491, ,2,2,2,2,14, ,4,4,4,4, ,3,6,3,0,1,1,2,1492,4.0
1492,62,3,3,3,3,14, ,4,4,4,4, ,1,5,3,1,15,0,1,1493,4.0
1493,45,4,4,4,4,15,62,4,4,4,4,3,1,13,3,0,2,0,1,1494,4.0
1494,31,3,3,3,3,16, ,4,4,4,4, ,1,19,3,1,10,0,1,1495,4.0
1495, , , , , ,18, ,4,4,4,4,4,1,5,3,1,10,0,1,1496,4.0
1496,60,4,4,4,4,18, ,4,4,4,4,4,1,12,3,1,0, ,1,1497,4.0
1497, , , , , ,18, ,4,4,4,4, ,3,14,3,1,5,0,1,1498,4.0
1498,47,2,2,2,2,14,39,3,4,4,4,4,1,10,3,1,4,0,1,1499,3.5
1499,50,3,4,2,2,14, ,4,4,4,4,4,3,0,2,1,100,0,1,1500,4.0
1500,54,3,3,3,3,16,50,4,4,4,4,4,1,5,2,0,1,0,1,1501,4.0
1501, ,2,3,2,2,12,30,4,4,4,4, ,1,13,3,1,0, ,1,1502,4.0
1502, , , , , ,12,53,4,4,4,4, ,3,5,3,1,0, ,1,1503,4.0
1503, , , , , ,18,60,4,4,4,4, ,1,12,3,0,0, ,1,1504,4.0
1504, , , , , ,16,42,4,4,4,4,4,1,12,3,1,0,0,1,1505,4.0
1505,38,2,3,3,2,12,37,4,4,4,4, ,3,6,3,1,3,0,1,1506,4.0
1506,42,3,3,3,3,15,50,4,4,4,4, ,3,5,3,0,26,1,1,1507,4.0
1507, , , , , ,14,50,4,4,4,4, ,1,5,3,0,0, ,1,1508,4.0
1508, , , , , ,15,32,4,4,4,4, ,1,5,3,0,0, ,1,1509,4.0
1509, , , , , ,14,58,4,4,4,4,4,1,20,3,0,4,0,1,1510,4.0
1510,40,1,2,1,1,18,60,4,4,4,4, ,1,5,3,0,10,0,1,1511,4.0
1511,47,3,3,3,3,12,39,4,4,4,4,4,3,12,3,0,0,0,1,1512,4.0
1512, , , , , ,12,39,4,4,4,4,4,3,5,3,1,4,0,4,1513,4.0
1513, , , , , ,16, ,4,4,4,4,4,1,70,1,1,8,0,1,1514,4.0
1514,32,2,3,3,3,14, ,4,4,4,4,4,1,12,3,1,0,0,1,1515,4.0
1515, , , , , ,15, ,4,4,4,4,4,3,11,3,1,0, ,1,1516,4.0
1516, , , , , ,15,51,4,4,4,4,4,1,12,3,1,0,0,1,1517,4.0
1517, , , , , ,14,50,4,4,4,4, ,3,5,3,1,2,0,1,1518,4.0
1518, , , , , ,16, ,4,4,4,4,4,1,5,3,0,4,0,4,1519,4.0
1519, , , , , ,14,34,4,4,4,4,4,3,5,3,1,0, ,1,1520,4.0
1520,62,2,3,3,2,14,44,4,4,4,4, ,1,5,1,0,0, ,1,1521,4.0
1521, , , , , ,15,55,4,4,4,4,4,1,19,3,0,10,0,4,1522,4.0
1522,52,3,3,3,3,16,57,4,4,4,4,4,1,12,3,0,0,0,1,1523,4.0
1524, , , , , ,14, ,4,4,4,3,2,1,5,3,1,2,1,1,1525,4.0
1525,62,3,3,4,4,15,53,4,4,4,4,4,3,13,3,0,0,0,1,1526,4.0
1526, , , , , ,14,56,4,4,4,4, ,3,5,3,0,0, ,1,1527,4.0
1527, , , , , ,16,57,4,4,4,4, ,3,12,3,1,0, ,1,1528,4.0
1528, , , , , ,10,34,4,4,4,4,4,3,70,3,0,1,0,1,1529,4.0
1529, , , , , ,14,38,4,4,4,4,4,3,19,3,0,40,0,1,1530,4.0
1530,53,2,4,4,2,16,42,3,4,4,4,4,1,12,3,1,0,0,1,1531,3.5
1531,63,2,3,3,2,12,29,4,4,4,4, ,1,14,3,0,7,0,1,1532,4.0
1532,26,2,2,2,2,12,55,4,4,4,4, ,1,5,3,0,6,0,1,1533,4.0
1533, , , , , ,15,53,3,3,4,4,4,1,5,3,1,0, ,1,1534,3.5
1534, , , , , ,16,51,4,4,4,4,4,1,12,3,0,0, ,1,1535,4.0
1535,39,2,2,2,2,15,23,4,4,4,4,4,3,12,3,1,0,0,1,1536,4.0
1536,28,4,4,4,4,18,56,4,4,4,4,4,1,70,3,1,2,0,1,1537,4.0
1537, , , , , ,16,62,3,4,4,4, ,1,5,3,0,6,0,1,1538,3.5
1538, ,1,1,1,1,15,56,4,4,4,4,4,3,11,3,0,0, ,1,1539,4.0
1539, ,3,3,3,3,15,23,4,4,4,4, ,1,15,3,1,2,1,1,1540,4.0
1540, , , , , ,16,51,4,4,4,4,4,1,15,3,0,15,0,1,1541,4.0
1541, , , , , ,14,39,3,4,4,4,4,1,12,3,1,0,0,1,1542,3.5
1542, , , , , ,12,53,4,4,4,4, ,1,5,3,1,0, ,1,1543,4.0
1543,36,2,2,1,1,12,42,4,4,4,4,4,3,5,3,0,2,0,1,1544,4.0
1544, ,1,2,2,1,15,62,1,1,1,1, ,1,14,2,0,0, ,1,1545,1.0
1545,49,2,3,3,3,14,34,4,4,4,4,3,1,13,3,1,2,0,4,1546,4.0
1546, ,1,2,1,1,16, ,3,4,4,4,4,1,12,3,1,0, ,1,1547,3.5
1547,52,4,4,4,4,16, ,4,4,4,4,4,1,70,3,1,1,0,1,1548,4.0
1548, ,2,2,2,2,10, ,4,4,4,4,4,3,70,3,1,1,0,1,1549,4.0
1549, , , , , ,16, ,4,4,4,4, ,1,16,3,1,10,0,4,1550,4.0
1550,51,3,3,3,3,18,57,4,4,4,4,4,1,5,2,1,0,0,1,1551,4.0
1551,52,3,3,3,3,15, ,3,4,4,4,3,3,11,2,0,0,0,1,1552,3.5
1552,38,2,2,2,2,15,34,4,3,3,4,4,3,5,1,1,10,0,1,1553,3.5
1553, , , , , ,14,42,3,3,3,3,3,3,19,2,0,7,1,1,1554,3.0
1554,52,4,4,4,4,16,78,4,4,4,4,4,1,12,3,0,0,0,1,1555,4.0
1555,53,4,4,4,4,14, ,4,1,4,4, ,3,5,3,0,0, ,1,1556,4.0
1557,38,2,3,2,3,14,39,4,4,4,4,4,1,11,2,0,0, ,1,1558,4.0
1558, , , , , ,15, ,4,4,4,4,4,3,5,3,1, ,0,1,1559,4.0
1560, , , , , ,15,20,3,4,4,4,4,2,9,1,1,1,0,4,1561,3.5
1561,49,3,3,3,3,16,20,1,4,4,4,4,1,5,2,0,0,0,1,1562,2.5
1562,53,3,3,3,3,18, ,4,4,4,4,4,1,5,3,0,2,0,1,1563,4.0
1564, ,2,3,2,2,15,26,3,4,4,4,3,3, ,3,0,4,0,1,1565,3.5
1566,22,2,2,1,2,14,42,3,4,4,4,3,3,5,1,1,0,0,1,1567,3.5
1567,78,4,4,4,4,16, ,4,4,4,4,4,1,0,3,1,0,0,1,1568,4.0
1568, , , , , ,14, ,4,4,4,4,4,1,12,2,0,0,0,1,1569,4.0
1569,28,3,3,3,3,14,55,4,4,4,4,4,3,6,3,1,100,0,1,1570,4.0
1570,23,3,3,3,3,12,39,3,4,4,4,4,1,5,1,1,3,0,1,1571,3.5
1571, , , , , ,10,22,4,4,4,4,4,1,10,3,1,25,0,1,1572,4.0
1572, , , , , ,12,44,3,4,4,4,4,1,5,1,0,0, ,1,1573,3.5
1573, , , , , ,16,49,3,3,3,3,3,1,5,3,0,5,0,1,1574,3.0
1574, ,2,3,3,2,15,42,3,4,4,4,4,3,11,3,0,0,0,1,1575,3.5
1575,28,2,1,2,2,12,46,4,4,4,4,4,3,5,2,1,4,0,1,1576,4.0
1576,52,3,3,3,2,16,56,4,4,4,4, ,3,14,3,1,10,0,4,1577,4.0
1577, ,3,3,3,3,15,34,4,4,4,4,4,1,13,1,0,2,0,1,1578,4.0
1578, , , , , ,12,53,4,4,4,4,4,1,12,3,1,2,0,4,1579,4.0
1579,26,3,3,2,2,14,32,4,4,4,4,4,1,52,3, ,1, , ,1580,4.0
1580, ,3,4,3,2,14,39,4,4,4,4,4,1,70,2,0,2,0,1,1581,4.0
1581, , , , , ,14,44,2,4,4,4,4,1,67,3,1,0,0,1,1582,3.0
1584, , , , , ,14,34,1,4,4,4,4,1,22,2,1,3,0,1,1585,2.5
1585, , , , , ,14,38,4,4,4,4,4,1,22,3,1,2,0,1,1586,4.0
1586,58,3,3,3,3,14,51,3,4,4,4,4,1,23,3,1,6,0,1,1587,3.5
1587, , , , , ,15,26,3,4,4,4,3,1,23,3,1,0,0,1,1588,3.5
1588, , , , , ,15,45,3,4,4,4,4,1,22,3,1,0,0,1,1589,3.5
1589, ,4,4,4,4,16,49,3,4,4,4,4,1,23,3,1,2,0,1,1590,3.5
1590, , , , , ,14, ,4,4,4,4,4,3,22,3,1,0,0,1,1591,4.0
1591, , , , , ,16,48,1,4,4,4,4,1, ,3,1,3,0,1,1592,2.5
1592, , , , , ,15,39,4,4,4,4,4,3,22,3,1,0,0,1,1593,4.0
1593, , , , , ,15,45,3,4,4,4,4,1,23,3,1,1,0,1,1594,3.5
1594,35,3,3,3,3,14, ,4,4,4,4,4,1,23,1,0,0,0,1,1595,4.0
1595,45,4,4,4,4,15,42,3,4,4,4,4,1,22,2,0,0,0,1,1596,3.5
1596, , , , , ,12, ,4,4,4,4,4,1,22,3,1,0,0,1,1597,4.0
1597, , , , , ,15,50,4,4,4,4,4,1,23,3,1,6,0,1,1598,4.0
1598,50,3,3,3,3,16, ,4,4,4,3,3,1,23,3,1,2,0,1,1599,4.0
1599, , , , , ,14,39,1,4,4,4,4,1,23,2,0,1,0,1,1600,2.5
1608, , , , , ,12,39,4,4,4,4,4,1,23,2,0,1,0,1,1609,4.0
1610, , , , , ,14, ,4,4,4,4,4,1,23,3,0,0,0,1,1611,4.0
1611, , , , , ,15, ,2,4,4,4,4,1,23,1,0,0,0,1,1612,3.0
1612, , , , , ,14,42,1,4,4,4,4,1,23,3,0,0,0,1,1613,2.5
1613, , , , , ,14, ,4,4,4,4,4,1,23,3,1,1,0,1,1614,4.0
1614, , , , , ,16, ,4,4,4,4, ,1,13,3,0,0, ,1,1615,4.0
1615, , , , , ,14,39,4,4,4,4,4,3,17,3,0,3,0,4,1616,4.0
1616, , , , , ,14,38,4,4,4,4, ,3,11,3,0, , ,1,1617,4.0
1617, , , , , ,14, ,4,4,4,4,4,1,11,3,1,1,0,1,1618,4.0
1618, , , , , ,10,53,4,4,4,4, ,1,11,3,1,2,0,1,1619,4.0
1619,50,4,4,4,4,14,50,4,4,4,4,4,3,11,2,0,0, ,1,1620,4.0
1620, , , , , ,15,64,4,4,4,3,3,1,11,3,1,0,0,1,1621,4.0
1621, , , , , ,15,50,4,4,4,4, ,1,66,2,0,1,0,1,1622,4.0
1622,52,3,3,3,3,14,50,4,4,4,4, ,1,5,3,0,5,0,1,1623,4.0
1623, , , , , ,14,46,4,4,4,4,4,1,8,3,1,10,0,1,1624,4.0
1624, , , , , ,15,50,4,4,4,4,4,1,14,3,1,1,0,1,1625,4.0
1625, , , , , ,15,36,4,4,4,4, ,3,66,3,1,3,0,1,1626,4.0
1626, ,1,1,1,1,12, ,4,4,4,4,4,3,28,3,1,0,0,1,1627,4.0
1629, ,4,4,4,4,14,42,3,4,4,4, ,1,49,3,0,1,1,1,1630,3.5
1633,21,2,2,1,1,16,55,4,4,4,4,4,3,46,1,0,1,0,1,1634,4.0
1634, ,2,2,2,2,14,42,4,4,4,4,4,1,46,3,1,1,0,1,1635,4.0
1635, ,1,1,1,1,12,38,4,4,4,4,4,3,46,3,0,0,0,1,1636,4.0
1637,39,4,4,4,4,15,50,4,4,4,4,4,1,23,2,1,0,0,1,1638,4.0
1638,50,4,4,4,4,15, ,1,4,4,4,4,1,22,2,1,1,0,1,1639,2.5
1639, , , , , ,12,50,4,4,4,4,4,3,0,2,1,2,0,1,1640,4.0
1641,42,4,4,4,4,15,49,4,4,4,4,4,1,68,3,1,1,0,3,1642,4.0
1642,28,2,2,2,2,15,53,3,3,3,3,3,3,10,3,0,0,0,1,1643,3.0
1643, ,2,2,2,2,12, ,4,4,4,4,4,3, ,3, ,0,0,1,1644,4.0
1644,18,2,2,3,2,10, ,4,4,4,4,4, , , , ,0,0,1,1645,4.0
1646, , , , , ,12, ,3,4,4,4,4,1,29,3,0,0,0,1,1647,3.5
1648,30,3,3,3,3,15,16,3,4,4,4,4,1,25,3,1,0,0,1,1649,3.5
1649,53,3,4,4,4,15, ,4,4,4,4,4,1,22,3,1,1,0,1,1650,4.0
1650, , , , , ,15,34,4,4,4,4,4,1,66,3,1,1,0,1,1651,4.0
1651,39,3,3,3,3,14,50,3,3,3,3,3,3,25,2,1,1,0,1,1652,3.0
1652, , , , , ,15,37,4,4,4,4,4,3,24,3,0,1,0,1,1653,4.0
1653, ,2,2,2,2,12,42,4,4,4,4,4,1,24,2,1,0,0,1,1654,4.0
1654,50,3,3,3,3,15,49,3,4,4,4,4,1,46,3,0,0,0,1,1655,3.5
1655, ,2,3,3,3,16,51,4,4,4,4,4,3,25,3,1,1,0,1,1656,4.0
1656, , , , , ,12, ,3,4,4,4,4,3,25,3,1,0,0,1,1657,3.5
1657,50,3,3,3,3,16, ,3,4,4,4,4,1,69,2,0,0,0,1,1658,3.5
1658,56,3,3,3,3,12, ,3,4,4,4,4,1, ,1,1,1,0,1,1659,3.5
1659,39,3,3,3,3,15, ,4,4,4,4,4,3,24,3,0,1,0,4,1660,4.0
1660,55,3,3,3,3,12, ,1,4,4,4,4,3,42,3, ,4,1,1,1661,2.5
1661,32,3,3,3,2,16,42,4,4,4,4,4,3,24,1,1,0,0,4,1662,4.0
1662, ,2,2,2,2,16,34,1,4,4,4,4,1,25,3,1,0,0,1,1663,2.5
1663, ,2,1,1,1,15,39,3,3,3,3,3,3,25,2,1,0,0,1,1664,3.0
1664, , , , , ,15,58,3,4,4,4,4,1,24,2,1,0,0,1,1665,3.5
1665,27,3,3,3,3,16,46,4,4,4,4,4,1,47,1,1,0,0,1,1666,4.0
1666, ,2,2,2,2,14,37,3,3,3,3,3,1,25,2,1,0,0,1,1667,3.0
1667, ,2,2,1,1,16,31,3,1,2,3,2,3,24,3,0,0,0,1,1668,2.5
1668, , , , , ,15,55,4,4,4,4,4,1,24,1,1,0,0,1,1669,4.0
1669,21,2,2,2,2,16,34,3,3,3,3,3,1,25,2,1,1,0,1,1670,3.0
1670,43,3,3,3,3,16,31,3,4,4,4,4,1,33,3,0,0,0,1,1671,3.5
1671,21,3,3,2,2,15,62,4,4,4,4,4,1,25,3,1,0,0,1,1672,4.0
1672,27,3,3,3,2,15,46,3,3,3,3,3,1,24,2,1,0,0,1,1673,3.0
1673,50,3,3,3,3,16,50,4,4,4,4,4,3,25,1,1,0,0,1,1674,4.0
1674,37,3,3,3,2,16,56,4,4,4,4,4,1,46,3,1,0,0,1,1675,4.0
1675, ,3,3,3,3,16,44,3,4,4,4,4,1,25,2,1,0,0,1,1676,3.5
1676, ,3,3,3,3,16,44,4,4,4,4,4,1,25,1,1,0,0,1,1677,4.0
1677, ,3,3,3,3,16,62,3,3,3,3,3,1,46,2,1,0,0,1,1678,3.0
1678,43,3,3,3,3,18,38,3,4,4,4,4,1,24,3,1,0,0,1,1679,3.5
1679,21,3,3,3,3,16,70,4,3,3,3,3,3,25,3,0, ,0,4,1680,3.5
1680,38,3,3,3,3,15,38,3,3,3,4,3,3,25,3,1,0,0,1,1681,3.0
1681,21,2,2,2,2,16, ,4,4,4,4,4,3,24,2,1,1,0,1,1682,4.0
1682, ,2,2,1,1,15,50,4,4,4,4,4,3,24,2,0,0,0,4,1683,4.0
1683, , , , , ,16, ,3,4,4,4,4,1,25,3,1,10,0,1,1684,3.5
1684,44,4,4,3,3,16, ,3,3,4,4,3,1,25,1,0,1,0,1,1685,3.5
1685, ,3,3,3,3,16,50,4,4,4,4,4,1,24,2,1,0,0,1,1686,4.0
1686,31,3,3,3,3,15, ,3,4,4,4,4,3,24,3,1,2,0,1,1687,3.5
1687, , , , , ,15, ,3,4,4,3,3,1,25,3,1,0,0,1,1688,3.5
1688, , , , , ,10, ,3,3,3,3,3,1,24,3,1,0,0,1,1689,3.0
1689,38,3,3,3,3,15, ,3,4,4,4,4,3,25,3,1,1,0,1,1690,3.5
1690, , , , , ,15, ,4,3,3,3,3,3,24,1,0,1,0,4,1691,3.5
1691,21,2,2,2,2,14,53,4,4,4,3,3,3,25,3,0,0,0,1,1692,4.0
1692, ,1,1,1,1,16,56,4,4,4,4,3,3,42,2,1,1,0,1,1693,4.0
1693,23,2,2,1,1,14,55,4,4,4,4,4,3,25,1,0,2,0,1,1694,4.0
1694, ,1,1,1,1,15,49,4,4,4,4,4,1,25,3,1,0,0,1,1695,4.0
1695, ,3,3,2,2,16,60,4,4,4,4,4,1,25,3,1,0,0,1,1696,4.0
1696, ,2,2,2,2,15, ,3,3,3,3,3,3,24,2,1,3,0,1,1697,3.0
1697, ,2,2,2,2,16,46,3,4,4,4,4,3,24,3,1,0,0,1,1698,3.5
1698,21,2,2,2,2,16,50,4,3,3,3,3,3,24,3,0,0,0,1,1699,3.5
1699, ,2,2,1,1,15,29,4,4,4,4,4,1,25,2,1,0,0,1,1700,4.0
1700, ,2,2,3,3,15,51,3,4,4,4,4,1,24,2,1,0,0,1,1701,3.5
1701, ,3,3,3,3,18,66,4,4,4,4,4,1,69,2,1,0,0,1,1702,4.0
1702,37,3,3,2,2,15,37,4,4,4,4,4,3,25,2,0,2,0,1,1703,4.0
1703, ,2,3,3,3,16,51,3,3,3,3,3,3,25,2,1,0,0,1,1704,3.0
1704, , , , , ,15, ,4,4,4,4,3, ,25,1,1,0,0,4,1705,4.0
1705, ,1,1,1,1,14,18,3,4,4,4,4,3,25,3,1,2,0,1,1706,3.5
1706, ,3,3,3,3,16,51,4,4,4,4,4,3,25,2,0,0,0,1,1707,4.0
1707,38,3,3,3,3,16,50,3,4,4,4,4,1,24,3,0,3,0,1,1708,3.5
1708, ,3,3,2,2,10,38,4,3,3,1,1,3,25,3,1,0,0,1,1709,3.5
1709,16,3,3,3,3,14,33,3,4,4,4,4,1,24,3,1,0,0,1,1710,3.5
1710, ,2,2,1,1,15,31,4,4,4,4,4,3,24,3,1,2,0,1,1711,4.0
1711,55,3,3,4,2,16,49,3,4,4,4,4,1,25,2,1,1,0,1,1712,3.5
1712, ,2,2,2,1,15,55,3,2,4,4,4,3,25,1,1,0,0,1,1713,3.5
1713, ,2,2,2,2,16,34,3,4,4,4,4,1,24,3,1,0,0,1,1714,3.5
1714, ,3,3,3,2,12,20,3,4,4,4,4,1,24,3,0,0,0,1,1715,3.5
1715, , , , , ,15,49,3,4,4,4,4,1,42,3,0,0,0,1,1716,3.5
1716, ,3,3,3,2,10,38,3,4,4,3,2,3,25,3,1,0,0,1,1717,3.5
1717,21,2,2,2,2,16,38,2,4,4,4,3,1,42,1,0,0,0,1,1718,3.0
1718, ,3,3,2,2,16,66,3,3,3,3,3,3,25,2,1,1,0,1,1719,3.0
1719,38,3,3,3,3,15,49,3,3,3,3,3,3,25,2,0,1,0,1,1720,3.0
1720, ,2,2,1,1,16,51,3,4,4,4,4,1,25,3,1,0,0,1,1721,3.5
1721, ,2,2,1,1,14,35,4,3,3,3,3,3,46,3,0,0,0,1,1722,3.5
1722, ,3,3,3,3,15,43,4,4,4,4,4,3,24,3,0,0,0,4,1723,4.0
1723, ,3,3,3,2,15,26,4,3,4,4,4,3,24,2,1,0,0,1,1724,4.0
1724,43,3,3,2,2,14,43,3,4,4,4,4,1,47,2,0,0,0,1,1725,3.5
1725,33,4,4,4,4,16,49,3,4,4,4,4,1,25,3,1,1,1,1,1726,3.5
1726, ,2,2,1,1,15,50,4,4,4,4,4,1, ,3,1,0,0,1,1727,4.0
1727, ,2,2,2,2,12,30,3,2,2,1,1,3,46,2,0,3,0,4,1728,2.5
1728, ,2,2,2,2,15,58,4,4,4,4,4,1,42,3,1,0,0,1,1729,4.0
1729,46,3,3,3,3,16,46,3,4,4,4,4,3,25,2,0,0,0,1,1730,3.5
1730, ,2,2,1,1,12,41,3,4,4,4,4,3,42,2,1,2,0,1,1731,3.5
1731,53,3,3,3,3,16,18,4,4,4,4,4,1,25,2,1,0,0,1,1732,4.0
1732, , , , , ,16,50,3,4,4,4,4,1,46,1,1,0,0,1,1733,3.5
1733,27,3,3,3,3,16,42,3,4,4,4,4,1,42,3,1,0,0,1,1734,3.5
1734, ,2,2,2,2,14, ,3,3,3,3,3,1,25,2, ,0,0,1,1735,3.0
1735,66,4,4,4,3,16,50,3,4,4,4,4,1,24,1,1,0,0,1,1736,3.5
1736, ,3,3,3,3,16,30,4,4,4,4,4,1,25,3,1,0,0,2,1737,4.0
1737, ,2,2,2,2,16,42,3,3,3,3,3,3,25,1,1,1,0,1,1738,3.0
1738, ,2,2,1,1,16,57,4,4,4,4,4,1,47,3,1,0,0,1,1739,4.0
1739,26,2,2,2,2,14,45,4,2,3,3,2,1,25,2,1,1,0,4,1740,3.5
1740,38,3,3,3,3,16,50,3,4,4,4,4,1,25,2,1,0,0,1,1741,3.5
1741, ,2,2,1,1,14,30,4,4,4,4,4,1,25,2,0,0,0,1,1742,4.0
1742,56,4,4,4,4,15, ,3,3,3,3,3,3,25,3,1,0,0,1,1743,3.0
1743, , , , , ,15, ,3,4,4,4,4,1,0,1,1,0,0,1,1744,3.5
1744,39,3,4,3,3,16, ,3,4,4,4,4,1,25,3,0,0,0,1,1745,3.5
1745, ,2,2,1,1,15, ,3,4,4,4,4,3,24,3,1,0,0,4,1746,3.5
1746,34,2,2,2,2,14,38,3,4,4,4,4,3,24,3,1,0,0,1,1747,3.5
1747, , , , , ,10,21,2,3,4,4,4,3,25,3,1,0,0,1,1748,3.0
1748,37,3,3,2,2,15, ,3,4,4,4,4,3,69,3,1,0,0,1,1749,3.5
1749, , , , , ,12, ,4,4,4,4,4,3,25,3,0,0,0,1,1750,4.0
1750,34,3,3,3,2,14, ,4,3,3,3,3,1,46,1,0,0,0,1,1751,3.5
1751,65,3,3,3,3,15, ,4,4,4,4,4,1,25,3,1,0,0,1,1752,4.0
1752, ,2,2,2,2,12, ,4,4,3,3,3,3,25,2,1,1,0,1,1753,3.5
1753, ,1,1,1,1,15, ,4,3,3,3,3,3,25,3,0,1,0,1,1754,3.5
1754,50,3,3,3,3,14, ,3,4,4,3,3,3,42,2,1,1,0,1,1755,3.5
1755, ,2,2,2,2,16, ,3,4,4,4,4,3,24,2,1,0,0,1,1756,3.5
1756, , , , , ,15, ,3,4,4,3,3,1,25,3,1,0,0,1,1757,3.5
1757, , , , , ,15, ,3,4,4,4,4,3,25,2,0,1,0,1,1758,3.5
1758,26,2,2,2,2,16, ,3,4,4,4,4,3,42,2,1,2,0,4,1759,3.5
1759, , , , , ,14, ,3,4,4,4,4,1,32,1,1,1,0,1,1760,3.5
1760,65,3,3,3,3,16, ,3,3,3,3,3,1,24,3,0,0,0,1,1761,3.0
1761,23,2,2,2,2,15, ,4,4,4,4,4,3,25,3,0,0,0,1,1762,4.0
